Player,Pos_x,Age_x,Tm_x,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Year,SeasonType_x,MPG,G_p,MP_p,PER_p,TS%_p,3PAr_p,FTr_p,ORB%_p,DRB%_p,TRB%_p,AST%_p,STL%_p,BLK%_p,TOV%_p,USG%_p,OWS_p,DWS_p,WS_p,WS/48_p,OBPM_p,DBPM_p,BPM_p,VORP_p,SeasonType_y,MPG_p,PER_diff,VORP_diff,WS/48_diff,abs_WS_diff
Monte Morris,PG,26,DEN,75,2239,14.7,0.583,0.406,0.109,1.4,9.6,5.6,21.4,1.2,0.6,8.8,17.4,3.9,1.5,5.4,0.116,0.8,-0.8,0.0,1.1,2022,Regular Season,29.85333333333333,5,156,16.1,0.622,0.51,0.235,0.8,8.2,4.4,26.2,1.9,0.0,12.4,17.9,0.4,-0.1,0.3,0.101,2.2,-0.2,2.0,0.2,Playoffs,31.2,1.400000000000002,-0.9000000000000001,-0.015,0.015
Myles Turner,C,22,IND,74,2119,18.0,0.567,0.251,0.258,5.4,22.0,13.9,8.0,1.4,8.4,10.3,20.0,1.9,4.4,6.3,0.144,0.0,2.4,2.5,2.4,2019,Regular Season,28.635135135135137,4,126,9.7,0.479,0.4,0.371,3.2,20.1,10.8,8.1,0.0,5.3,6.9,15.9,0.0,0.2,0.2,0.065,-3.2,0.9,-2.2,0.0,Playoffs,31.5,-8.3,-2.4,-0.0789999999999999,0.0789999999999999
Myles Turner,C,23,IND,62,1826,14.8,0.566,0.426,0.288,5.2,19.1,12.2,5.4,1.2,6.4,11.4,17.9,1.1,3.1,4.2,0.111,-1.0,1.1,0.1,1.0,2020,Regular Season,29.451612903225808,4,146,18.6,0.617,0.318,0.364,8.6,26.3,17.2,3.5,0.7,11.1,15.0,18.9,0.1,0.2,0.3,0.084,0.4,1.4,1.8,0.1,Playoffs,36.5,3.8000000000000007,-0.9,-0.0269999999999999,0.0269999999999999
Nikola Jokić,C,23,DEN,80,2504,26.3,0.589,0.224,0.292,9.8,27.6,18.7,37.0,2.1,1.9,15.4,27.4,7.5,4.3,11.8,0.226,6.2,2.9,9.1,7.0,2019,Regular Season,31.3,14,557,29.6,0.596,0.215,0.299,10.0,24.5,17.2,37.1,1.5,1.8,10.9,26.5,2.4,0.6,3.0,0.263,8.3,3.3,11.6,1.9,Playoffs,39.785714285714285,3.3000000000000007,-5.1,0.037,0.037
Nikola Jokić,C,24,DEN,73,2336,24.9,0.605,0.238,0.281,8.0,26.1,17.1,35.2,1.8,1.7,15.8,26.6,6.7,3.1,9.8,0.202,5.5,2.0,7.4,5.5,2020,Regular Season,32.0,19,694,24.8,0.614,0.286,0.23,6.4,25.5,16.0,28.6,1.5,2.1,14.1,28.9,1.9,0.6,2.5,0.172,6.1,1.3,7.4,1.7,Playoffs,36.526315789473685,-0.0999999999999978,-3.8,-0.03,0.03
Nikola Jokić,C,25,DEN,72,2488,31.3,0.647,0.183,0.305,9.4,26.1,17.8,40.4,1.9,1.9,13.1,29.6,12.2,3.4,15.6,0.301,9.1,3.0,12.1,8.8,2021,Regular Season,34.55555555555556,10,345,29.6,0.591,0.232,0.241,11.3,28.0,19.0,27.7,0.9,2.5,8.7,34.8,1.2,0.1,1.3,0.181,8.8,0.2,9.0,0.9,Playoffs,34.5,-1.6999999999999993,-7.9,-0.12,0.12
Nikola Jokić,C,26,DEN,74,2476,32.8,0.661,0.22,0.357,9.6,35.5,23.0,42.6,2.2,2.3,15.6,31.9,10.8,4.5,15.2,0.296,9.2,4.5,13.7,9.8,2022,Regular Season,33.45945945945946,5,171,33.1,0.643,0.17,0.311,11.9,36.6,23.9,36.5,2.3,3.1,16.6,36.8,0.6,0.1,0.7,0.202,8.1,2.5,10.7,0.6,Playoffs,34.2,0.3000000000000042,-9.2,-0.0939999999999999,0.0939999999999999
Nikola Jokić,C,27,DEN,69,2323,31.5,0.701,0.146,0.406,8.5,31.3,20.2,46.6,1.8,1.8,17.0,27.2,11.2,3.8,14.9,0.308,8.5,4.5,13.0,8.8,2023,Regular Season,33.666666666666664,20,789,31.2,0.631,0.184,0.336,10.6,28.4,19.8,41.0,1.4,2.2,12.8,31.1,3.7,1.3,5.0,0.305,9.1,3.7,12.8,3.0,Playoffs,39.45,-0.3000000000000007,-5.800000000000001,-0.003,0.003
Nikola Vučević,C,29,ORL,62,1998,21.9,0.549,0.28,0.162,7.3,29.7,18.1,19.5,1.3,2.1,7.4,25.8,3.5,2.9,6.4,0.153,3.7,0.5,4.2,3.1,2020,Regular Season,32.225806451612904,5,185,22.9,0.604,0.396,0.099,4.8,26.9,15.3,22.9,1.0,1.7,10.1,29.7,0.3,0.2,0.5,0.126,6.2,1.1,7.3,0.4,Playoffs,37.0,1.0,-2.7,-0.0269999999999999,0.0269999999999999
Nikola Vučević,C,31,CHI,73,2418,18.2,0.533,0.287,0.105,6.6,30.7,18.7,15.2,1.4,2.5,10.1,24.5,1.4,3.2,4.5,0.09,0.8,0.1,0.9,1.8,2022,Regular Season,33.12328767123287,5,181,17.6,0.52,0.462,0.055,7.2,28.9,17.2,16.5,0.5,3.2,7.9,24.5,0.0,0.3,0.3,0.075,3.0,1.0,4.0,0.3,Playoffs,36.2,-0.5999999999999979,-1.5,-0.015,0.015
Norman Powell,SG,27,POR,69,2205,16.2,0.618,0.453,0.295,2.0,8.8,5.3,9.2,1.8,0.8,10.3,22.6,3.4,1.3,4.7,0.103,1.1,-0.7,0.4,1.3,2021,Regular Season,31.956521739130437,6,216,14.3,0.608,0.342,0.237,1.6,5.2,3.5,8.3,1.2,2.6,7.7,19.0,0.3,0.0,0.3,0.064,0.4,-0.7,-0.3,0.1,Playoffs,36.0,-1.8999999999999984,-1.2,-0.0389999999999999,0.0389999999999999
Norman Powell,SG,29,LAC,60,1567,17.1,0.612,0.404,0.39,1.7,10.7,6.3,11.0,1.6,1.0,10.8,26.0,2.1,1.4,3.5,0.107,0.9,-0.7,0.3,0.9,2023,Regular Season,26.116666666666667,5,167,17.6,0.608,0.421,0.408,2.6,8.1,5.2,10.4,1.2,0.9,8.2,24.6,0.4,-0.1,0.3,0.093,2.0,-0.8,1.2,0.1,Playoffs,33.4,0.5,-0.8,-0.0139999999999999,0.0139999999999999
OG Anunoby,SF,22,TOR,69,2066,13.2,0.6,0.403,0.18,4.2,14.2,9.3,7.5,2.2,2.1,11.5,14.3,2.1,3.7,5.7,0.134,-0.8,2.0,1.2,1.7,2020,Regular Season,29.94202898550725,11,393,11.5,0.573,0.466,0.318,7.0,14.0,10.4,4.7,1.4,3.5,13.8,13.1,0.2,0.7,0.9,0.116,-0.6,1.5,0.9,0.3,Playoffs,35.72727272727273,-1.6999999999999993,-1.4,-0.018,0.018
OG Anunoby,SF,24,TOR,48,1728,14.8,0.549,0.455,0.169,4.4,12.6,8.3,11.0,2.1,1.4,9.7,20.5,1.8,1.9,3.7,0.104,0.4,0.1,0.5,1.1,2022,Regular Season,36.0,6,217,15.2,0.584,0.5,0.195,3.6,10.7,6.8,11.4,1.5,0.5,10.1,21.2,0.3,-0.1,0.2,0.051,1.2,-0.4,0.8,0.1,Playoffs,36.16666666666666,0.3999999999999986,-1.0,-0.053,0.053
P.J. Tucker,PF,33,HOU,82,2802,9.2,0.547,0.74,0.113,4.7,14.4,9.5,4.6,2.3,1.2,10.3,9.5,2.0,3.0,5.0,0.086,-1.6,1.0,-0.6,1.0,2019,Regular Season,34.170731707317074,11,426,14.2,0.637,0.648,0.261,5.2,16.2,10.8,6.6,2.2,1.7,7.5,10.9,0.9,0.6,1.5,0.167,1.8,2.7,4.5,0.7,Playoffs,38.72727272727273,5.0,-0.3,0.081,0.081
P.J. Tucker,PF,34,HOU,72,2467,8.3,0.559,0.702,0.113,4.7,15.6,10.1,6.0,1.4,1.2,13.9,8.7,1.6,2.4,4.0,0.078,-2.4,0.6,-1.9,0.1,2020,Regular Season,34.263888888888886,12,414,8.6,0.54,0.761,0.0,5.9,17.9,11.6,6.3,1.5,0.7,12.0,10.8,0.2,0.6,0.7,0.086,-1.8,0.7,-1.2,0.1,Playoffs,34.5,0.2999999999999989,0.0,0.0079999999999999,0.0079999999999999
Pascal Siakam,PF,24,TOR,80,2548,18.7,0.628,0.226,0.32,5.4,17.5,11.6,14.6,1.4,1.7,12.5,20.8,5.7,3.6,9.3,0.175,1.6,0.8,2.4,2.8,2019,Regular Season,31.85,24,891,17.2,0.54,0.272,0.227,5.0,16.2,10.6,12.9,1.4,1.9,7.3,23.1,1.1,1.4,2.4,0.132,1.8,0.8,2.6,1.0,Playoffs,37.125,-1.5,-1.7999999999999998,-0.0429999999999999,0.0429999999999999
Pascal Siakam,PF,25,TOR,60,2110,17.9,0.554,0.331,0.274,3.3,18.3,11.0,16.4,1.4,2.5,10.7,28.1,1.8,3.6,5.4,0.123,1.3,0.5,1.8,2.0,2020,Regular Season,35.166666666666664,11,418,11.0,0.462,0.291,0.253,3.5,18.2,10.7,16.0,1.4,1.0,9.8,23.7,-0.4,0.7,0.4,0.04,-2.1,0.1,-2.0,0.0,Playoffs,38.0,-6.899999999999999,-2.0,-0.0829999999999999,0.0829999999999999
Pascal Siakam,PF,27,TOR,68,2578,20.3,0.565,0.181,0.314,5.1,20.1,12.2,23.0,1.6,1.6,11.6,25.8,4.9,3.2,8.1,0.151,2.7,0.8,3.5,3.6,2022,Regular Season,37.91176470588236,6,260,19.7,0.558,0.159,0.336,3.5,18.3,10.2,22.9,1.4,2.5,9.6,24.2,0.5,0.0,0.5,0.098,2.3,0.7,3.0,0.3,Playoffs,43.333333333333336,-0.6000000000000014,-3.3000000000000003,-0.0529999999999999,0.0529999999999999
Patrick Beverley,PG,30,LAC,78,2137,11.8,0.561,0.591,0.258,3.9,15.0,9.6,18.4,1.5,1.6,13.8,12.2,2.8,2.0,4.8,0.108,-0.3,1.2,0.9,1.5,2019,Regular Season,27.397435897435894,6,195,13.7,0.584,0.638,0.17,4.3,24.3,13.7,19.7,1.4,2.6,16.5,12.7,0.2,0.0,0.2,0.058,0.9,1.4,2.3,0.2,Playoffs,32.5,1.8999999999999984,-1.3,-0.0499999999999999,0.0499999999999999
Patrick Beverley,PG,33,MIN,58,1476,14.8,0.539,0.555,0.305,4.4,13.2,8.7,24.5,2.2,3.4,12.9,16.1,2.3,1.7,4.1,0.132,0.6,2.1,2.7,1.7,2022,Regular Season,25.448275862068964,6,194,11.5,0.562,0.531,0.449,2.4,8.2,5.4,23.0,1.7,3.1,17.0,15.6,0.2,0.2,0.3,0.076,-0.5,1.5,1.0,0.1,Playoffs,32.333333333333336,-3.3000000000000007,-1.6,-0.056,0.056
Patrick Williams,PF,20,CHI,17,422,12.7,0.637,0.284,0.402,4.6,13.8,9.2,4.8,1.0,1.8,11.8,14.2,0.6,0.3,0.9,0.099,-0.9,-0.7,-1.5,0.0,2022,Regular Season,24.823529411764707,5,153,11.3,0.569,0.447,0.234,3.6,15.0,8.8,4.3,1.6,1.9,11.9,16.9,0.0,0.2,0.2,0.061,-2.3,0.7,-1.6,0.0,Playoffs,30.6,-1.3999999999999986,0.0,-0.038,0.038
Paul George,SF,28,OKC,77,2841,23.3,0.583,0.469,0.335,3.7,19.6,11.4,17.7,2.8,1.0,10.0,29.5,7.0,4.9,11.9,0.201,5.6,1.6,7.2,6.6,2019,Regular Season,36.896103896103895,5,204,18.8,0.583,0.465,0.485,3.1,20.0,11.4,15.4,1.6,0.4,14.0,29.8,0.3,0.2,0.5,0.106,2.6,0.6,3.2,0.3,Playoffs,40.8,-4.5,-6.3,-0.095,0.095
Paul George,SF,29,LAC,48,1419,21.1,0.589,0.487,0.277,1.8,17.7,10.0,21.1,2.3,1.2,12.5,29.6,2.5,2.3,4.8,0.161,3.8,1.1,4.9,2.5,2020,Regular Season,29.5625,13,479,14.7,0.536,0.502,0.249,3.2,15.3,9.2,15.5,1.9,1.4,14.0,26.1,0.1,0.5,0.6,0.063,0.4,0.0,0.4,0.3,Playoffs,36.84615384615385,-6.400000000000002,-2.2,-0.098,0.098
Paul George,SF,30,LAC,54,1821,20.5,0.598,0.437,0.239,2.9,18.9,11.1,24.6,1.7,1.2,14.5,30.0,3.0,2.3,5.3,0.139,3.9,0.3,4.2,2.9,2021,Regular Season,33.72222222222222,19,776,20.0,0.578,0.406,0.412,2.6,24.4,13.6,21.8,1.3,1.3,13.2,30.5,1.1,0.8,1.9,0.116,2.5,0.0,2.5,0.9,Playoffs,40.8421052631579,-0.5,-2.0,-0.023,0.023
Paul Millsap,PF,33,DEN,70,1895,17.9,0.57,0.239,0.374,8.7,20.2,14.4,10.6,2.2,2.5,10.9,19.6,3.2,2.9,6.1,0.155,0.7,1.0,1.7,1.8,2019,Regular Season,27.071428571428573,14,469,14.9,0.558,0.242,0.389,5.3,15.9,10.5,3.6,1.3,2.5,8.9,19.1,0.6,0.4,1.0,0.098,-1.4,-0.1,-1.5,0.0,Playoffs,33.5,-2.9999999999999982,-1.8,-0.0569999999999999,0.0569999999999999
RJ Barrett,SG,20,NYK,72,2511,13.4,0.535,0.292,0.26,3.0,14.8,8.9,13.8,1.1,0.8,10.5,23.4,0.9,3.1,4.1,0.078,-0.9,-0.3,-1.2,0.5,2021,Regular Season,34.875,5,162,14.2,0.489,0.418,0.224,2.5,22.3,11.8,16.6,1.3,1.2,2.6,20.7,0.1,0.3,0.3,0.104,0.5,2.6,3.2,0.2,Playoffs,32.4,0.7999999999999989,-0.3,0.0259999999999999,0.0259999999999999
RJ Barrett,SG,22,NYK,73,2475,12.9,0.531,0.332,0.333,2.7,13.7,8.2,12.4,0.6,0.6,10.8,26.2,0.5,1.8,2.2,0.043,-1.2,-1.9,-3.1,-0.7,2023,Regular Season,33.9041095890411,11,377,14.6,0.55,0.372,0.396,1.5,13.3,7.4,15.0,1.2,0.5,11.5,25.7,0.3,0.5,0.8,0.105,0.9,0.4,1.3,0.3,Playoffs,34.27272727272727,1.6999999999999993,1.0,0.062,0.062
Reggie Bullock,SF,29,NYK,65,1949,11.1,0.606,0.709,0.098,0.9,11.4,6.2,7.4,1.3,0.5,7.1,14.4,2.3,2.3,4.6,0.114,-0.9,0.8,-0.1,0.9,2021,Regular Season,29.984615384615385,5,162,7.5,0.534,0.744,0.128,3.1,8.3,5.6,5.9,0.9,0.6,8.8,12.4,0.0,0.2,0.2,0.061,-2.4,1.1,-1.2,0.0,Playoffs,32.4,-3.6,-0.9,-0.053,0.053
Reggie Bullock,SF,30,DAL,68,1902,9.2,0.558,0.782,0.096,1.9,12.2,7.0,6.1,1.1,0.7,7.1,13.3,1.2,2.0,3.2,0.08,-1.5,0.0,-1.4,0.3,2022,Regular Season,27.97058823529412,18,707,10.1,0.598,0.868,0.119,1.3,12.5,6.8,6.3,1.6,0.1,4.8,11.2,0.8,0.4,1.2,0.081,-0.5,0.9,0.4,0.4,Playoffs,39.27777777777778,0.9000000000000004,0.1,0.001,0.001
Reggie Jackson,SG,30,LAC,67,1544,14.2,0.576,0.482,0.14,1.8,11.9,7.0,19.0,1.3,0.4,10.6,19.9,2.3,1.4,3.7,0.115,0.6,-0.2,0.4,0.9,2021,Regular Season,23.044776119402982,19,622,17.3,0.626,0.563,0.163,1.3,9.7,5.6,16.9,1.5,0.5,9.4,22.3,1.3,0.4,1.7,0.129,2.6,0.3,2.9,0.8,Playoffs,32.73684210526316,3.1000000000000014,-0.0999999999999999,0.0139999999999999,0.0139999999999999
Ricky Rubio,PG,28,UTA,68,1899,14.0,0.52,0.348,0.312,1.9,11.8,6.9,32.1,2.3,0.4,17.8,22.7,0.9,2.8,3.7,0.095,-1.0,0.8,-0.2,0.9,2019,Regular Season,27.926470588235293,5,168,17.3,0.515,0.303,0.303,1.8,8.4,5.0,46.2,3.5,0.7,16.7,22.7,0.1,0.2,0.3,0.094,1.3,3.6,4.8,0.3,Playoffs,33.6,3.3000000000000007,-0.6000000000000001,-0.001,0.001
Robert Covington,PF,29,HOU,70,2137,13.3,0.559,0.664,0.172,3.0,20.2,11.4,5.9,2.5,3.7,11.7,17.0,0.7,3.0,3.7,0.083,-1.2,1.3,0.0,1.1,2020,Regular Season,30.52857142857143,12,379,15.8,0.683,0.716,0.074,2.2,16.1,8.8,6.5,3.9,3.4,10.9,13.0,0.5,0.8,1.3,0.169,1.2,3.8,5.0,0.7,Playoffs,31.58333333333333,2.5,-0.4000000000000001,0.086,0.086
Robert Covington,PF,30,POR,70,2243,11.2,0.553,0.699,0.122,2.8,19.8,11.1,6.8,2.2,3.4,10.7,11.5,1.4,2.4,3.7,0.08,-1.3,1.5,0.2,1.2,2021,Regular Season,32.042857142857144,6,228,11.5,0.693,0.611,0.278,4.7,18.8,11.9,4.0,2.0,2.4,16.5,9.6,0.3,0.1,0.4,0.078,0.0,1.3,1.3,0.2,Playoffs,38.0,0.3000000000000007,-1.0,-0.002,0.002
Royce O'Neale,SF,26,UTA,71,2049,9.5,0.578,0.668,0.151,1.5,18.8,10.4,11.6,1.4,1.3,13.5,9.6,1.8,2.5,4.3,0.101,-1.3,2.2,0.9,1.5,2020,Regular Season,28.859154929577464,7,249,6.2,0.563,0.688,0.188,1.4,16.1,8.9,10.0,1.9,0.8,27.3,9.0,0.0,0.1,0.0,0.009,-3.3,1.6,-1.7,0.0,Playoffs,35.57142857142857,-3.3,-1.5,-0.092,0.092
Royce O'Neale,SF,27,UTA,71,2241,9.9,0.599,0.706,0.117,4.4,18.0,11.5,10.4,1.2,1.2,16.7,9.6,2.3,3.3,5.6,0.121,-1.2,2.1,1.0,1.7,2021,Regular Season,31.56338028169014,11,404,13.1,0.687,0.706,0.141,4.8,17.7,11.5,7.9,1.5,0.7,8.1,10.8,0.9,0.1,1.0,0.12,1.4,1.6,3.1,0.5,Playoffs,36.72727272727273,3.1999999999999997,-1.2,-0.001,0.001
Royce O'Neale,SF,28,UTA,77,2406,10.3,0.608,0.689,0.126,3.0,13.4,8.4,10.5,1.8,1.2,14.4,9.9,2.7,2.8,5.5,0.109,-0.8,1.7,0.8,1.7,2022,Regular Season,31.246753246753247,6,188,8.0,0.516,0.714,0.057,3.7,17.2,10.5,7.3,0.8,0.7,7.7,9.7,0.1,0.1,0.2,0.049,-0.9,1.0,0.1,0.1,Playoffs,31.33333333333333,-2.3000000000000007,-1.6,-0.06,0.06
Rudy Gobert,C,26,UTA,81,2577,24.6,0.682,0.0,0.733,13.2,30.2,21.9,9.6,1.2,5.8,12.1,17.8,8.7,5.7,14.4,0.268,3.0,2.5,5.4,4.8,2019,Regular Season,31.814814814814813,5,152,20.5,0.665,0.0,0.719,15.3,20.1,17.6,7.7,1.0,9.8,17.6,14.3,0.4,0.2,0.6,0.185,0.8,2.2,3.0,0.2,Playoffs,30.4,-4.100000000000001,-4.6,-0.083,0.083
Rudy Gobert,C,27,UTA,68,2333,21.7,0.699,0.0,0.724,11.2,31.3,21.6,6.5,1.1,4.8,15.0,16.2,6.5,4.2,10.7,0.221,1.7,1.9,3.6,3.3,2020,Regular Season,34.30882352941177,7,270,20.4,0.638,0.0,0.568,10.6,23.8,17.4,4.6,0.8,3.6,8.9,17.6,0.7,0.1,0.9,0.156,0.6,-0.5,0.1,0.1,Playoffs,38.57142857142857,-1.3000000000000007,-3.2,-0.065,0.065
Rudy Gobert,C,28,UTA,71,2187,23.5,0.683,0.007,0.646,12.2,33.5,23.3,6.0,0.9,7.0,13.7,17.0,6.1,5.2,11.3,0.248,2.1,2.8,4.9,3.8,2021,Regular Season,30.80281690140845,11,376,21.4,0.736,0.012,0.815,13.9,27.3,20.9,3.6,0.8,5.5,13.4,15.0,1.2,0.3,1.5,0.192,1.6,1.0,2.6,0.4,Playoffs,34.18181818181818,-2.1000000000000014,-3.4,-0.0559999999999999,0.0559999999999999
Rudy Gobert,C,29,UTA,66,2120,24.7,0.732,0.008,0.864,12.9,36.3,25.0,5.1,1.0,5.7,14.5,16.9,7.3,4.3,11.7,0.264,2.9,1.7,4.6,3.6,2022,Regular Season,32.121212121212125,6,197,19.4,0.688,0.0,1.333,12.5,34.1,23.3,2.4,0.3,3.8,13.3,14.3,0.6,0.2,0.7,0.182,2.2,0.1,2.3,0.2,Playoffs,32.833333333333336,-5.300000000000001,-3.4,-0.082,0.082
Rudy Gobert,C,30,MIN,70,2148,18.9,0.675,0.005,0.623,12.2,29.8,21.2,5.6,1.2,3.9,14.9,16.3,4.3,3.5,7.8,0.174,0.0,0.7,0.7,1.4,2023,Regular Season,30.685714285714287,5,177,18.2,0.648,0.0,0.587,11.6,29.0,20.1,9.3,0.6,2.5,12.1,17.2,0.4,0.1,0.5,0.145,-0.3,0.7,0.3,0.1,Playoffs,35.4,-0.6999999999999993,-1.2999999999999998,-0.0289999999999999,0.0289999999999999
Rui Hachimura,PF,22,WAS,57,1797,11.4,0.549,0.211,0.248,2.9,15.5,9.2,6.3,1.1,0.3,8.6,18.1,0.7,1.4,2.1,0.056,-2.2,-1.0,-3.1,-0.5,2021,Regular Season,31.526315789473685,5,173,13.7,0.708,0.319,0.255,3.0,20.3,11.3,4.3,0.5,0.5,8.7,13.8,0.3,0.0,0.3,0.095,1.0,-0.2,0.8,0.1,Playoffs,34.6,2.299999999999999,0.6,0.039,0.039
Russell Westbrook,PG,30,OKC,73,2630,21.1,0.501,0.279,0.306,4.1,28.3,15.8,46.5,2.5,1.1,16.3,30.9,1.8,5.0,6.8,0.124,2.8,2.4,5.2,4.7,2019,Regular Season,36.02739726027397,5,197,16.0,0.466,0.306,0.234,3.8,20.7,12.1,46.0,1.2,1.3,15.8,31.5,-0.1,0.2,0.1,0.026,1.5,0.4,1.9,0.2,Playoffs,39.4,-5.100000000000001,-4.5,-0.098,0.098
Russell Westbrook,PG,31,HOU,57,2049,21.0,0.536,0.166,0.297,5.1,18.1,11.5,35.6,2.1,0.8,15.0,34.4,1.7,2.5,4.2,0.098,1.6,-0.1,1.5,1.8,2020,Regular Season,35.94736842105263,8,262,12.1,0.464,0.236,0.229,4.5,20.2,11.9,25.8,2.2,0.8,16.3,31.5,-0.7,0.4,-0.2,-0.043,-1.9,-1.2,-3.2,-0.1,Playoffs,32.75,-8.9,-1.9,-0.141,0.141
Russell Westbrook,PG,32,WAS,65,2369,19.5,0.509,0.221,0.334,4.9,28.6,16.8,48.6,1.7,0.8,18.0,30.2,0.5,3.2,3.7,0.075,2.6,1.1,3.7,3.4,2021,Regular Season,36.44615384615385,5,186,15.7,0.462,0.238,0.512,7.9,23.1,15.2,45.6,0.5,0.4,16.9,27.9,-0.1,0.0,0.0,-0.006,2.9,-1.2,1.7,0.2,Playoffs,37.2,-3.8000000000000007,-3.2,-0.081,0.081
Russell Westbrook,PG,34,LAC,73,2126,16.1,0.513,0.289,0.317,4.7,16.5,10.8,38.6,1.7,1.3,18.4,27.7,-0.6,2.6,1.9,0.044,0.3,-0.1,0.2,1.2,2023,Regular Season,29.12328767123288,5,192,17.6,0.509,0.267,0.238,5.1,18.7,11.5,30.8,1.5,2.8,14.7,29.8,0.1,0.0,0.1,0.021,2.2,-0.1,2.1,0.2,Playoffs,38.4,1.5,-1.0,-0.0229999999999999,0.0229999999999999
Scottie Barnes,PF,20,TOR,74,2617,16.3,0.552,0.207,0.231,7.7,15.8,11.5,14.7,1.5,2.1,11.7,19.0,3.7,2.9,6.6,0.122,0.5,0.4,0.9,1.9,2022,Regular Season,35.36486486486486,4,133,16.8,0.52,0.286,0.381,5.9,29.7,16.7,19.7,1.6,0.8,9.3,18.9,0.2,0.0,0.2,0.082,0.7,1.0,1.7,0.1,Playoffs,33.25,0.5,-1.7999999999999998,-0.0399999999999999,0.0399999999999999
Seth Curry,SG,30,PHI,57,1638,12.9,0.607,0.507,0.139,0.7,8.3,4.6,13.6,1.3,0.4,10.0,17.1,2.3,1.7,4.0,0.118,0.1,-0.4,-0.3,0.7,2021,Regular Season,28.73684210526316,12,381,18.8,0.727,0.551,0.129,1.2,6.7,4.0,11.1,1.1,0.6,6.0,18.7,1.2,0.4,1.6,0.206,3.9,1.4,5.3,0.7,Playoffs,31.75,5.9,0.0,0.088,0.088
Seth Curry,SG,31,BRK,64,2135,13.7,0.615,0.506,0.127,1.1,9.1,5.2,16.3,1.2,0.6,12.3,18.5,2.7,1.5,4.2,0.095,0.3,-0.9,-0.6,0.8,2022,Regular Season,33.359375,4,132,16.4,0.719,0.59,0.077,2.0,8.0,4.9,14.0,0.4,2.2,6.9,15.1,0.4,-0.1,0.3,0.12,4.0,-1.0,3.0,0.2,Playoffs,33.0,2.6999999999999997,-0.6000000000000001,0.0249999999999999,0.0249999999999999
Shai Gilgeous-Alexander,SG,21,OKC,70,2428,17.7,0.568,0.247,0.352,2.2,16.1,9.4,15.2,1.6,1.7,10.3,23.7,3.1,3.0,6.1,0.121,1.3,0.4,1.7,2.2,2020,Regular Season,34.68571428571428,7,279,13.1,0.569,0.389,0.256,1.2,12.3,6.9,16.9,1.2,1.3,13.0,17.8,0.3,0.3,0.6,0.1,0.6,1.2,1.8,0.3,Playoffs,39.85714285714285,-4.6,-1.9,-0.0209999999999999,0.0209999999999999
Shake Milton,SG,23,PHI,40,805,14.4,0.617,0.487,0.235,2.1,10.0,6.0,18.8,1.2,0.7,13.3,18.9,1.4,0.7,2.1,0.126,0.0,-1.0,-1.0,0.2,2020,Regular Season,20.125,4,126,13.3,0.616,0.568,0.159,0.8,10.5,5.5,16.6,0.8,0.0,11.3,18.4,0.2,0.0,0.2,0.071,1.4,-0.2,1.3,0.1,Playoffs,31.5,-1.0999999999999996,-0.1,-0.055,0.055
Spencer Dinwiddie,SG,29,BRK,79,2725,16.0,0.573,0.467,0.314,1.2,10.2,5.7,28.1,1.2,0.8,10.8,22.1,4.5,1.8,6.3,0.111,1.6,-0.9,0.7,1.8,2023,Regular Season,34.49367088607595,4,159,12.8,0.544,0.353,0.431,0.7,8.5,4.7,28.7,1.7,0.6,16.5,22.5,0.0,0.1,0.1,0.018,-0.8,-0.5,-1.3,0.0,Playoffs,39.75,-3.1999999999999997,-1.8,-0.093,0.093
Stephen Curry,PG,30,GSW,69,2331,24.4,0.641,0.604,0.214,2.2,14.2,8.4,24.2,1.9,0.9,11.6,30.4,7.2,2.5,9.7,0.199,7.1,-0.5,6.6,5.1,2019,Regular Season,33.78260869565217,22,846,22.6,0.62,0.566,0.364,2.4,15.2,9.0,23.9,1.4,0.5,11.7,29.0,2.8,0.4,3.3,0.185,5.6,-0.5,5.2,1.5,Playoffs,38.45454545454545,-1.7999999999999972,-3.6,-0.014,0.014
Stephen Curry,PG,33,GSW,64,2211,21.4,0.601,0.613,0.243,1.7,14.4,8.3,30.4,1.9,1.0,13.2,30.8,4.6,3.4,8.0,0.173,5.4,0.4,5.8,4.4,2022,Regular Season,34.546875,22,764,24.4,0.606,0.52,0.293,1.7,14.9,8.4,28.3,1.9,1.1,10.3,31.8,2.4,0.9,3.2,0.203,6.7,1.1,7.7,1.9,Playoffs,34.72727272727273,3.0,-2.5000000000000004,0.03,0.03
Stephen Curry,PG,34,GSW,56,1941,24.1,0.656,0.564,0.248,2.3,16.8,9.7,30.0,1.3,0.9,12.5,31.0,5.8,2.0,7.8,0.192,7.5,0.1,7.5,4.7,2023,Regular Season,34.660714285714285,13,493,20.4,0.588,0.505,0.186,1.9,12.3,7.0,27.7,1.3,1.0,11.1,31.6,0.9,0.5,1.3,0.131,6.1,0.4,6.5,1.1,Playoffs,37.92307692307692,-3.700000000000003,-3.6,-0.061,0.061
