Player,Pos_x,Age_x,Tm_x,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Year,SeasonType_x,MPG,G_p,MP_p,PER_p,TS%_p,3PAr_p,FTr_p,ORB%_p,DRB%_p,TRB%_p,AST%_p,STL%_p,BLK%_p,TOV%_p,USG%_p,OWS_p,DWS_p,WS_p,WS/48_p,OBPM_p,DBPM_p,BPM_p,VORP_p,SeasonType_y,MPG_p,PER_diff,VORP_diff,WS/48_diff,abs_WS_diff
Giannis Antetokounmpo,PF,28,MIL,63,2024,29.0,0.605,0.134,0.604,7.3,30.0,19.1,33.2,1.2,2.1,13.2,38.8,4.9,3.7,8.6,0.204,5.8,2.7,8.5,5.4,2023,Regular Season,32.12698412698413,3,91,18.8,0.525,0.057,0.585,9.5,32.4,20.4,29.8,0.5,1.9,17.4,37.3,-0.1,0.1,0.0,-0.026,1.3,0.6,2.0,0.1,Playoffs,30.33333333333333,-10.2,-5.300000000000001,-0.2299999999999999,0.2299999999999999
Goran Dragić,PG,33,MIA,59,1663,16.3,0.573,0.467,0.34,2.0,10.2,6.3,29.2,1.2,0.6,14.8,25.9,2.2,1.3,3.5,0.102,1.4,-1.6,-0.1,0.8,2020,Regular Season,28.1864406779661,17,553,15.9,0.549,0.399,0.228,2.8,11.3,7.2,24.1,1.5,0.4,11.7,27.4,0.4,0.4,0.8,0.07,1.1,-0.8,0.3,0.3,Playoffs,32.529411764705884,-0.4000000000000003,-0.5,-0.0319999999999999,0.0319999999999999
Gordon Hayward,SF,29,BOS,52,1740,18.1,0.595,0.317,0.207,3.4,17.8,10.7,18.7,1.1,1.2,11.2,21.1,3.5,2.2,5.7,0.158,2.6,0.1,2.7,2.0,2020,Regular Season,33.46153846153846,5,157,11.0,0.504,0.48,0.16,2.2,11.7,7.2,13.5,2.2,1.3,11.6,17.2,0.0,0.3,0.2,0.076,-0.5,0.3,-0.1,0.1,Playoffs,31.4,-7.100000000000001,-1.9,-0.082,0.082
Herbert Jones,PF,23,NOP,78,2335,12.3,0.573,0.293,0.283,4.5,9.6,7.0,10.0,2.7,2.5,13.4,13.7,2.1,2.5,4.6,0.096,-2.0,1.5,-0.5,0.9,2022,Regular Season,29.935897435897434,6,226,11.6,0.596,0.273,0.5,3.9,6.7,5.2,6.8,2.5,1.9,13.0,11.7,0.3,0.1,0.4,0.077,-1.1,1.5,0.4,0.1,Playoffs,37.66666666666666,-0.7000000000000011,-0.8,-0.019,0.019
J.J. Redick,SG,34,PHI,76,2379,15.1,0.602,0.589,0.248,0.9,7.2,4.1,12.9,0.6,0.6,8.1,21.9,4.6,1.2,5.9,0.118,2.2,-2.0,0.2,1.3,2019,Regular Season,31.30263157894737,12,376,8.8,0.606,0.702,0.161,0.3,4.4,2.4,7.5,0.1,0.7,14.2,17.4,0.3,0.2,0.5,0.059,-0.1,-2.0,-2.1,0.0,Playoffs,31.33333333333333,-6.299999999999999,-1.3,-0.059,0.059
Ja Morant,PG,21,MEM,63,2053,16.7,0.537,0.252,0.389,3.0,10.1,6.5,33.5,1.3,0.6,15.3,27.2,1.6,1.6,3.2,0.074,1.3,-1.6,-0.4,0.8,2021,Regular Season,32.58730158730159,5,203,21.5,0.578,0.274,0.354,3.5,10.1,6.5,31.1,0.5,0.0,11.5,30.7,0.5,-0.1,0.3,0.074,5.1,-2.3,2.8,0.2,Playoffs,40.6,4.800000000000001,-0.6000000000000001,0.0,0.0
Ja Morant,PG,22,MEM,57,1889,24.4,0.575,0.218,0.353,4.2,14.1,9.0,34.1,1.7,1.0,12.6,33.7,4.6,2.1,6.7,0.171,6.2,-0.1,6.1,3.9,2022,Regular Season,33.14035087719298,9,338,24.3,0.549,0.272,0.473,3.8,19.5,11.2,44.2,2.5,1.2,12.6,30.8,0.8,0.5,1.3,0.191,6.0,2.4,8.4,0.9,Playoffs,37.55555555555556,-0.0999999999999978,-3.0,0.0199999999999999,0.0199999999999999
Ja Morant,PG,23,MEM,61,1948,23.3,0.557,0.247,0.409,3.3,16.1,9.7,41.1,1.6,0.7,12.6,34.9,3.4,2.6,6.0,0.148,5.2,0.5,5.7,3.8,2023,Regular Season,31.9344262295082,5,187,18.4,0.524,0.292,0.245,4.1,15.2,9.2,34.4,2.3,0.5,12.6,30.1,0.0,0.3,0.3,0.082,4.2,2.1,6.3,0.4,Playoffs,37.4,-4.900000000000002,-3.4,-0.0659999999999999,0.0659999999999999
Jae Crowder,SF,29,MIA,65,1875,12.5,0.553,0.7,0.222,3.0,18.5,11.0,11.5,1.8,1.2,10.0,15.5,1.6,2.2,3.8,0.098,-0.5,0.4,-0.1,0.9,2020,Regular Season,28.846153846153847,21,660,12.2,0.57,0.801,0.229,2.0,17.9,10.2,9.0,1.1,1.8,6.3,16.2,0.6,0.7,1.3,0.095,1.0,0.0,0.9,0.5,Playoffs,31.428571428571427,-0.3000000000000007,-0.4,-0.003,0.003
Jae Crowder,PF,30,PHO,60,1648,11.8,0.574,0.772,0.152,2.2,16.9,9.7,10.0,1.4,1.5,9.5,15.7,1.4,1.9,3.3,0.097,0.3,0.8,1.1,1.3,2021,Regular Season,27.466666666666665,22,729,11.4,0.594,0.772,0.19,1.6,17.9,10.2,7.5,1.3,2.3,8.7,13.7,0.6,1.2,1.8,0.119,0.2,1.7,1.9,0.7,Playoffs,33.13636363636363,-0.4000000000000003,-0.6000000000000001,0.0219999999999999,0.0219999999999999
Jalen Brunson,SG,25,DAL,79,2524,17.1,0.583,0.25,0.211,1.9,11.7,6.8,24.3,1.3,0.1,10.1,21.9,4.9,2.7,7.5,0.143,0.9,0.0,0.9,1.9,2022,Regular Season,31.949367088607595,18,629,20.1,0.553,0.241,0.289,2.8,12.9,7.8,20.0,1.2,0.1,5.1,27.8,1.3,0.3,1.6,0.123,2.0,-0.5,1.5,0.6,Playoffs,34.94444444444444,3.0,-1.2999999999999998,-0.0199999999999999,0.0199999999999999
Jalen Brunson,PG,26,NYK,68,2379,21.2,0.597,0.269,0.328,1.8,9.3,5.6,28.7,1.3,0.6,9.4,27.2,6.9,1.8,8.7,0.175,4.4,-0.5,3.9,3.5,2023,Regular Season,34.98529411764706,11,443,22.9,0.589,0.348,0.296,2.3,11.5,7.0,28.6,2.0,0.2,8.1,28.4,1.4,0.6,2.1,0.227,6.1,1.6,7.7,1.1,Playoffs,40.27272727272727,1.6999999999999993,-2.4,0.052,0.052
Jamal Murray,PG,21,DEN,75,2447,16.0,0.538,0.353,0.19,2.9,11.2,7.0,22.4,1.3,1.0,11.1,24.9,2.8,2.3,5.1,0.1,1.4,-0.8,0.6,1.6,2019,Regular Season,32.626666666666665,14,508,19.4,0.534,0.329,0.246,3.9,8.8,6.3,21.8,1.4,0.3,7.3,26.4,1.1,0.2,1.3,0.12,3.2,-0.4,2.8,0.6,Playoffs,36.285714285714285,3.3999999999999986,-1.0,0.0199999999999999,0.0199999999999999
Jamal Murray,PG,22,DEN,59,1904,17.7,0.559,0.362,0.207,2.7,11.2,6.9,22.9,1.7,0.8,11.5,25.2,2.8,1.5,4.3,0.107,2.0,-0.8,1.2,1.5,2020,Regular Season,32.271186440677965,19,753,23.7,0.626,0.372,0.212,3.2,11.3,7.3,30.0,1.2,0.8,11.6,27.6,2.5,0.2,2.7,0.174,6.1,-0.2,5.9,1.5,Playoffs,39.63157894736842,6.0,0.0,0.0669999999999999,0.0669999999999999
Jamal Murray,PG,25,DEN,65,2133,18.0,0.571,0.415,0.207,2.7,11.0,6.9,27.5,1.5,0.7,11.3,26.1,3.3,1.9,5.1,0.116,2.6,-1.3,1.3,1.8,2023,Regular Season,32.815384615384616,20,799,21.6,0.586,0.363,0.198,2.3,13.8,8.2,28.1,1.9,0.5,10.1,27.9,2.0,1.0,3.0,0.181,4.1,0.7,4.8,1.4,Playoffs,39.95,3.6000000000000014,-0.4000000000000001,0.0649999999999999,0.0649999999999999
James Harden,PG,29,HOU,78,2867,30.6,0.616,0.539,0.449,2.5,17.8,10.0,39.5,2.7,1.7,14.5,40.5,11.4,3.8,15.2,0.254,9.4,1.6,11.0,9.3,2019,Regular Season,36.756410256410255,11,424,25.2,0.567,0.519,0.371,2.5,17.3,10.1,33.7,2.8,2.2,14.2,37.1,1.0,0.7,1.7,0.189,6.4,1.7,8.1,1.1,Playoffs,38.54545454545455,-5.400000000000002,-8.200000000000001,-0.065,0.065
James Harden,SG,30,HOU,68,2483,29.1,0.626,0.557,0.528,2.9,16.0,9.4,35.9,2.3,2.1,14.2,36.3,9.9,3.2,13.1,0.254,8.1,1.6,9.6,7.3,2020,Regular Season,36.51470588235294,12,448,27.5,0.636,0.513,0.509,2.8,14.4,8.3,38.8,2.0,2.2,13.9,32.4,1.7,0.7,2.4,0.253,7.5,1.9,9.4,1.3,Playoffs,37.333333333333336,-1.6000000000000014,-6.0,-0.001,0.001
James Harden,PG,31,BRK,44,1609,24.5,0.618,0.455,0.44,2.5,20.6,11.9,44.4,1.6,1.8,16.8,28.4,5.3,1.7,7.0,0.208,6.2,1.0,7.2,3.7,2021,Regular Season,36.56818181818182,9,322,23.9,0.673,0.611,0.574,2.5,16.4,9.8,35.1,2.3,1.7,16.1,22.7,1.2,0.6,1.8,0.263,7.0,2.0,9.1,0.9,Playoffs,35.77777777777778,-0.6000000000000014,-2.8000000000000003,0.055,0.055
James Harden,PG,32,PHI,65,2419,20.9,0.583,0.452,0.54,2.6,19.7,11.3,40.3,1.7,1.3,18.8,27.2,4.9,2.7,7.6,0.152,3.7,0.3,4.0,3.7,2022,Regular Season,37.215384615384615,12,479,16.8,0.584,0.481,0.475,3.0,13.9,8.7,34.8,1.0,1.5,20.7,23.7,0.7,0.4,1.1,0.112,2.5,-0.6,1.9,0.5,Playoffs,39.91666666666666,-4.099999999999998,-3.2,-0.0399999999999999,0.0399999999999999
James Harden,PG,33,PHI,58,2135,21.6,0.607,0.496,0.429,2.3,17.1,9.8,43.3,1.6,1.4,16.3,25.0,5.8,2.6,8.4,0.188,5.1,0.3,5.4,4.0,2023,Regular Season,36.810344827586206,11,427,18.5,0.538,0.448,0.301,1.6,17.4,9.3,36.2,2.5,1.0,14.5,26.2,0.5,0.5,1.0,0.111,3.0,1.1,4.1,0.6,Playoffs,38.81818181818182,-3.1000000000000014,-3.4,-0.077,0.077
Jaren Jackson Jr.,C,23,MEM,63,1787,21.6,0.613,0.343,0.372,6.4,18.8,12.6,5.0,1.7,9.6,10.1,24.7,2.8,3.8,6.6,0.177,0.7,2.0,2.8,2.2,2023,Regular Season,28.365079365079364,6,220,14.1,0.546,0.301,0.434,8.6,13.4,10.8,6.5,1.3,4.8,15.4,22.2,0.0,0.3,0.3,0.072,-1.5,1.4,-0.1,0.1,Playoffs,36.66666666666666,-7.500000000000002,-2.1,-0.105,0.105
Jarrett Allen,C,21,BRK,70,1852,20.7,0.664,0.013,0.581,12.3,24.9,18.7,8.9,1.0,4.2,11.7,14.9,5.2,2.9,8.2,0.212,1.4,1.0,2.3,2.0,2020,Regular Season,26.457142857142856,4,132,17.1,0.66,0.0,0.667,12.1,34.5,22.5,10.5,0.7,5.1,26.2,13.1,0.2,0.1,0.2,0.078,-0.3,0.3,-0.1,0.1,Playoffs,33.0,-3.599999999999998,-1.9,-0.134,0.134
Jarrett Allen,C,24,CLE,68,2220,19.9,0.67,0.016,0.353,11.7,23.6,17.7,7.5,1.2,3.5,11.4,16.4,5.5,4.0,9.5,0.205,1.3,1.0,2.4,2.4,2023,Regular Season,32.64705882352941,5,191,13.9,0.608,0.0,0.167,9.5,12.9,11.3,10.2,1.1,2.3,7.2,10.2,0.3,0.3,0.6,0.15,0.6,1.8,2.4,0.2,Playoffs,38.2,-5.999999999999998,-2.2,-0.0549999999999999,0.0549999999999999
Jaylen Brown,SG,22,BOS,74,1913,13.5,0.547,0.348,0.255,3.6,13.9,8.7,7.7,1.7,1.5,10.1,22.1,0.7,2.4,3.0,0.076,-1.6,-0.4,-2.1,0.0,2019,Regular Season,25.85135135135135,9,274,13.1,0.624,0.46,0.345,2.3,16.4,9.7,6.3,1.1,0.7,13.0,18.4,0.3,0.4,0.7,0.122,-0.5,1.2,0.7,0.2,Playoffs,30.444444444444443,-0.4000000000000003,0.2,0.046,0.046
Jaylen Brown,SG,23,BOS,57,1934,16.9,0.583,0.381,0.274,3.5,16.5,10.1,9.7,1.6,1.0,11.2,24.7,2.3,2.6,4.9,0.123,1.0,-0.2,0.8,1.4,2020,Regular Season,33.92982456140351,17,672,17.1,0.586,0.417,0.219,4.2,16.5,10.6,9.9,1.9,1.3,11.5,23.7,0.7,1.1,1.8,0.13,2.2,1.1,3.3,0.9,Playoffs,39.52941176470589,0.2000000000000028,-0.4999999999999999,0.007,0.007
Jaylen Brown,SF,25,BOS,66,2220,18.9,0.574,0.381,0.261,2.6,16.7,9.8,17.9,1.6,0.7,11.6,30.5,2.3,3.4,5.8,0.124,1.9,0.1,2.1,2.2,2022,Regular Season,33.63636363636363,24,920,17.2,0.581,0.384,0.313,4.2,15.7,10.2,16.8,1.5,1.0,13.4,26.9,0.9,1.3,2.2,0.115,1.8,0.8,2.6,1.1,Playoffs,38.333333333333336,-1.6999999999999993,-1.1,-0.0089999999999999,0.0089999999999999
Jaylen Brown,SF,26,BOS,67,2405,19.1,0.581,0.352,0.249,3.6,17.0,10.4,16.5,1.5,0.9,11.4,31.4,1.6,3.4,5.0,0.1,1.5,-0.2,1.3,2.0,2023,Regular Season,35.8955223880597,20,751,15.5,0.57,0.31,0.203,3.9,12.9,8.5,15.0,1.4,0.9,14.2,27.9,0.2,0.6,0.8,0.051,-0.4,-0.6,-0.9,0.2,Playoffs,37.55,-3.6000000000000014,-1.8,-0.049,0.049
Jayson Tatum,SF,20,BOS,79,2455,15.1,0.547,0.3,0.22,3.0,17.7,10.4,10.0,1.6,2.1,9.7,22.1,1.6,3.4,5.0,0.097,-0.4,0.2,-0.2,1.1,2019,Regular Season,31.075949367088608,9,295,13.4,0.53,0.277,0.348,2.5,17.5,10.4,10.0,1.6,2.2,12.2,21.9,-0.1,0.6,0.5,0.08,-0.5,1.6,1.0,0.2,Playoffs,32.77777777777778,-1.6999999999999993,-0.9000000000000001,-0.017,0.017
Jayson Tatum,PF,21,BOS,66,2265,20.4,0.567,0.383,0.255,3.1,18.5,10.9,14.5,2.0,2.3,10.2,28.6,3.2,3.7,6.9,0.146,3.5,0.6,4.0,3.4,2020,Regular Season,34.31818181818182,17,690,20.7,0.563,0.377,0.368,3.7,23.1,13.8,21.3,1.2,2.9,11.0,28.2,1.1,1.3,2.3,0.163,4.5,1.8,6.3,1.4,Playoffs,40.588235294117645,0.3000000000000007,-2.0,0.017,0.017
Jayson Tatum,SF,22,BOS,64,2290,21.3,0.576,0.368,0.258,2.4,20.7,11.5,20.3,1.6,1.3,10.4,30.8,4.1,2.5,6.5,0.137,4.2,-0.3,3.9,3.4,2021,Regular Season,35.78125,5,185,24.1,0.577,0.324,0.441,1.8,17.2,9.1,22.8,1.6,4.1,8.9,33.3,0.5,-0.1,0.4,0.114,5.8,0.7,6.5,0.4,Playoffs,37.0,2.8000000000000007,-3.0,-0.023,0.023
Jayson Tatum,SF,23,BOS,76,2731,21.8,0.578,0.416,0.3,3.5,20.2,12.1,21.1,1.4,1.6,10.9,32.1,5.0,4.6,9.6,0.169,4.3,0.6,4.9,4.8,2022,Regular Season,35.93421052631579,24,983,17.6,0.562,0.415,0.36,2.8,15.2,9.2,26.9,1.5,2.0,15.5,29.6,0.8,1.5,2.2,0.11,3.1,1.4,4.5,1.6,Playoffs,40.958333333333336,-4.199999999999999,-3.2,-0.059,0.059
Jayson Tatum,SF,24,BOS,74,2732,23.7,0.607,0.44,0.399,3.2,22.5,13.0,20.9,1.4,1.6,10.4,32.7,6.2,4.3,10.5,0.185,4.8,0.7,5.5,5.1,2023,Regular Season,36.91891891891892,20,799,22.6,0.585,0.406,0.339,3.8,25.6,15.0,21.4,1.3,2.3,10.8,29.4,1.7,1.1,2.8,0.168,4.0,1.3,5.3,1.5,Playoffs,39.95,-1.099999999999998,-3.6,-0.0169999999999999,0.0169999999999999
Jerami Grant,PF,24,OKC,80,2612,13.8,0.592,0.356,0.269,3.7,13.1,8.2,4.2,1.1,3.2,6.8,15.4,4.0,3.3,7.3,0.134,-0.4,0.6,0.2,1.5,2019,Regular Season,32.65,5,176,13.2,0.634,0.5,0.325,3.6,13.8,8.6,3.4,0.8,4.8,8.0,12.1,0.3,0.1,0.4,0.11,0.6,1.9,2.5,0.2,Playoffs,35.2,-0.6000000000000014,-1.3,-0.024,0.024
Jerami Grant,PF,25,DEN,71,1892,14.4,0.591,0.397,0.309,3.4,11.2,7.3,6.6,1.3,2.8,8.0,18.0,2.8,1.6,4.4,0.111,0.1,-0.6,-0.5,0.7,2020,Regular Season,26.64788732394366,19,653,9.0,0.556,0.543,0.309,1.5,10.0,5.7,5.5,0.9,2.2,11.2,15.6,0.3,0.2,0.5,0.033,-1.7,-1.0,-2.8,-0.1,Playoffs,34.36842105263158,-5.4,-0.7999999999999999,-0.078,0.078
Jimmy Butler,SF,29,PHI,65,2185,20.2,0.571,0.213,0.404,6.0,10.5,8.3,18.0,2.7,1.4,8.2,22.3,5.4,2.5,7.9,0.173,2.8,0.9,3.7,3.2,2019,Regular Season,33.61538461538461,12,421,21.1,0.564,0.257,0.411,6.0,12.5,9.4,23.2,2.0,1.5,9.6,22.9,1.2,0.6,1.7,0.195,4.4,1.8,6.2,0.9,Playoffs,35.083333333333336,0.9000000000000021,-2.3000000000000003,0.022,0.022
Jimmy Butler,SF,30,MIA,58,1959,23.6,0.585,0.157,0.693,6.3,15.4,11.0,28.1,2.6,1.6,11.4,25.1,6.3,2.7,9.0,0.221,4.0,1.5,5.4,3.7,2020,Regular Season,33.77586206896552,21,806,23.8,0.616,0.146,0.647,6.8,12.5,9.7,26.3,2.5,1.7,13.5,24.7,2.5,1.0,3.5,0.209,4.4,1.5,5.9,1.6,Playoffs,38.38095238095238,0.1999999999999993,-2.1,-0.012,0.012
Jimmy Butler,SF,31,MIA,52,1745,26.5,0.607,0.139,0.565,6.3,17.1,11.8,35.1,3.1,1.1,10.6,26.6,6.6,2.7,9.3,0.255,5.4,2.3,7.7,4.3,2021,Regular Season,33.55769230769231,4,154,9.7,0.394,0.234,0.344,3.6,15.8,9.5,30.7,1.6,0.6,10.9,23.6,-0.3,0.1,-0.2,-0.064,-0.9,-0.5,-1.4,0.0,Playoffs,38.5,-16.8,-4.3,-0.319,0.319
Jimmy Butler,SF,32,MIA,57,1931,23.6,0.592,0.14,0.549,6.1,13.5,9.9,26.4,2.4,1.5,10.5,26.5,6.2,2.9,9.2,0.228,4.5,1.9,6.3,4.0,2022,Regular Season,33.87719298245614,17,629,29.9,0.604,0.207,0.402,7.4,16.3,11.7,23.5,2.8,1.9,6.1,29.1,2.7,1.1,3.8,0.291,8.3,3.5,11.8,2.2,Playoffs,37.0,6.299999999999997,-1.7999999999999998,0.0629999999999999,0.0629999999999999
Jimmy Butler,PF,33,MIA,64,2138,27.6,0.647,0.116,0.625,7.5,13.3,10.3,27.1,2.7,1.0,8.2,25.6,9.4,2.9,12.3,0.277,6.7,2.0,8.7,5.8,2023,Regular Season,33.40625,22,874,24.0,0.565,0.176,0.421,6.0,12.6,9.3,25.1,2.3,1.6,7.3,29.1,2.4,1.1,3.4,0.189,5.0,1.5,6.5,1.9,Playoffs,39.72727272727273,-3.6000000000000014,-3.9,-0.088,0.088
Joe Harris,SF,28,BRK,69,2123,13.3,0.606,0.518,0.114,3.2,11.2,7.3,10.4,0.9,0.7,11.2,18.3,2.5,1.8,4.3,0.097,0.4,-0.6,-0.2,1.0,2020,Regular Season,30.768115942028984,2,72,12.7,0.666,0.522,0.174,2.6,27.1,14.0,4.7,0.6,0.0,10.8,15.9,0.1,0.0,0.0,0.03,0.4,0.0,0.4,0.0,Playoffs,36.0,-0.6000000000000014,-1.0,-0.067,0.067
Joe Harris,SF,29,BRK,69,2141,14.1,0.663,0.628,0.089,2.3,10.1,6.4,8.4,1.0,0.6,7.8,16.2,4.1,1.1,5.2,0.117,1.5,-1.2,0.4,1.3,2021,Regular Season,31.02898550724637,12,434,7.1,0.537,0.667,0.033,1.3,9.3,5.5,6.0,0.5,0.4,6.7,14.0,0.0,0.4,0.5,0.053,-1.5,-1.7,-3.2,-0.1,Playoffs,36.16666666666666,-7.0,-1.4,-0.064,0.064
Joe Ingles,PF,31,UTA,82,2568,13.4,0.581,0.602,0.153,1.5,12.2,7.0,26.1,1.8,0.6,18.4,17.5,2.5,3.6,6.0,0.113,0.3,1.1,1.4,2.2,2019,Regular Season,31.317073170731707,5,151,9.6,0.432,0.784,0.0,2.0,15.2,8.3,25.8,3.5,0.0,17.8,12.7,-0.1,0.2,0.1,0.042,-2.9,3.4,0.5,0.1,Playoffs,30.2,-3.8000000000000007,-2.1,-0.071,0.071
Joe Ingles,PF,32,UTA,72,2137,12.6,0.595,0.638,0.17,1.4,12.5,7.2,24.4,1.5,0.4,19.3,15.1,2.7,2.1,4.8,0.108,0.1,0.7,0.7,1.5,2020,Regular Season,29.68055555555556,7,234,12.0,0.565,0.741,0.111,0.5,11.3,6.0,19.5,0.9,0.4,6.6,12.1,0.5,0.0,0.5,0.093,-0.1,-0.2,-0.3,0.1,Playoffs,33.42857142857143,-0.5999999999999996,-1.4,-0.015,0.015
Joel Embiid,C,24,PHI,64,2154,26.1,0.593,0.219,0.541,8.1,34.0,21.4,18.4,1.0,4.4,13.2,33.3,4.9,3.8,8.7,0.194,4.0,0.9,4.9,3.8,2019,Regular Season,33.65625,11,334,21.8,0.559,0.245,0.566,7.2,28.9,18.6,17.9,1.2,6.7,16.8,30.2,0.3,0.7,1.0,0.149,2.5,2.6,5.1,0.6,Playoffs,30.363636363636363,-4.300000000000001,-3.2,-0.045,0.045
Joel Embiid,C,25,PHI,51,1506,25.8,0.59,0.215,0.543,10.3,33.2,21.7,16.9,1.4,3.7,13.8,32.9,3.3,2.7,6.0,0.192,3.7,1.0,4.7,2.5,2020,Regular Season,29.529411764705884,4,145,26.6,0.6,0.216,0.797,8.0,28.9,18.2,7.5,2.1,3.2,13.0,34.6,0.3,0.2,0.5,0.165,5.1,1.0,6.2,0.3,Playoffs,36.25,0.8000000000000007,-2.2,-0.0269999999999999,0.0269999999999999
Joel Embiid,C,26,PHI,51,1585,30.3,0.636,0.171,0.61,8.0,29.1,18.7,16.2,1.5,3.9,12.2,35.3,5.6,3.2,8.8,0.266,6.3,1.2,7.5,3.8,2021,Regular Season,31.07843137254902,11,357,26.2,0.631,0.208,0.553,5.1,29.7,17.8,17.2,1.5,3.6,14.6,34.6,0.7,0.8,1.5,0.197,4.7,2.8,7.5,0.9,Playoffs,32.45454545454545,-4.100000000000001,-2.9,-0.069,0.069
Joel Embiid,C,27,PHI,68,2297,31.2,0.616,0.188,0.602,7.2,31.1,19.4,23.5,1.7,3.9,11.3,37.2,7.9,4.1,12.0,0.252,7.2,2.0,9.2,6.5,2022,Regular Season,33.779411764705884,10,385,19.1,0.59,0.205,0.553,7.0,26.2,17.0,9.9,0.5,1.9,13.8,28.4,0.5,0.4,0.9,0.117,1.1,-1.0,0.1,0.2,Playoffs,38.5,-12.099999999999998,-6.3,-0.135,0.135
Joel Embiid,C,28,PHI,66,2284,31.4,0.655,0.151,0.581,5.9,28.3,17.3,22.9,1.4,4.6,11.9,37.0,8.4,3.9,12.3,0.259,6.8,2.3,9.2,6.4,2023,Regular Season,34.60606060606061,9,336,20.3,0.561,0.183,0.549,5.4,25.6,15.3,12.7,0.9,8.1,15.6,31.0,0.1,0.5,0.6,0.09,0.9,1.0,1.9,0.3,Playoffs,37.333333333333336,-11.099999999999998,-6.1000000000000005,-0.169,0.169
John Collins,PF,23,ATL,63,1848,20.6,0.645,0.27,0.265,7.1,20.3,13.8,6.9,0.9,3.0,8.9,22.2,4.8,1.9,6.7,0.174,2.5,-0.2,2.3,2.0,2021,Regular Season,29.33333333333333,18,576,15.3,0.632,0.308,0.198,6.9,22.7,14.9,4.4,0.7,1.6,10.4,17.0,0.9,0.8,1.7,0.14,1.1,-0.2,0.9,0.4,Playoffs,32.0,-5.300000000000001,-1.6,-0.0339999999999999,0.0339999999999999
Jonas Valančiūnas,C,28,MEM,62,1755,24.4,0.636,0.077,0.273,15.1,31.9,23.4,10.0,1.0,2.9,10.7,22.4,5.1,2.6,7.8,0.213,3.2,-0.3,3.0,2.2,2021,Regular Season,28.306451612903224,5,166,17.7,0.61,0.138,0.138,12.3,21.1,16.3,10.8,0.9,1.9,14.0,18.2,0.3,0.0,0.3,0.081,1.0,-1.2,-0.2,0.1,Playoffs,33.2,-6.699999999999999,-2.1,-0.132,0.132
Josh Hart,SF,27,NYK,76,2454,14.1,0.622,0.315,0.338,6.5,21.0,13.7,16.1,1.8,0.8,16.4,12.6,3.8,2.2,6.0,0.118,-0.2,1.1,0.9,1.8,2023,Regular Season,32.28947368421053,11,353,10.8,0.55,0.34,0.234,5.8,20.3,13.1,11.2,1.3,0.9,16.8,15.7,0.1,0.6,0.6,0.088,-1.9,0.9,-0.9,0.1,Playoffs,32.09090909090909,-3.299999999999999,-1.7,-0.03,0.03
Josh Richardson,SG,26,PHI,55,1693,12.0,0.533,0.385,0.218,2.7,8.7,5.7,13.9,1.5,1.8,12.8,20.6,0.5,1.7,2.1,0.061,-1.4,-0.4,-1.8,0.1,2020,Regular Season,30.78181818181818,4,144,11.8,0.524,0.5,0.321,2.9,8.4,5.6,16.3,0.7,1.3,11.1,21.8,0.1,0.0,0.1,0.027,0.5,-0.7,-0.1,0.1,Playoffs,36.0,-0.1999999999999993,0.0,-0.034,0.034
Jrue Holiday,PG,30,MIL,59,1907,20.0,0.592,0.344,0.165,4.2,10.4,7.4,26.3,2.4,1.7,12.6,22.2,4.3,2.2,6.6,0.165,2.8,0.6,3.4,2.6,2021,Regular Season,32.32203389830509,23,912,15.2,0.482,0.365,0.144,3.7,12.0,7.8,31.4,2.1,1.0,11.9,22.1,0.5,1.6,2.1,0.111,1.2,1.2,2.4,1.0,Playoffs,39.65217391304348,-4.800000000000001,-1.6,-0.054,0.054
Jrue Holiday,PG,31,MIL,67,2207,19.8,0.593,0.336,0.189,3.4,10.9,7.2,31.8,2.4,1.3,15.0,23.5,4.5,2.4,6.9,0.15,2.9,0.3,3.2,2.9,2022,Regular Season,32.940298507462686,12,463,13.8,0.461,0.336,0.132,2.8,11.8,7.4,27.6,2.2,1.5,12.0,26.4,-0.4,1.0,0.6,0.058,0.9,0.7,1.6,0.4,Playoffs,38.583333333333336,-6.0,-2.5,-0.092,0.092
Jrue Holiday,PG,32,MIL,67,2183,19.2,0.586,0.402,0.173,3.9,12.0,8.1,34.4,1.7,0.9,15.2,25.0,3.9,2.8,6.7,0.148,3.0,0.1,3.1,2.8,2023,Regular Season,32.582089552238806,5,191,13.7,0.491,0.494,0.153,2.3,17.9,9.7,29.1,1.2,0.9,11.7,22.6,0.1,0.1,0.2,0.04,-0.2,-1.2,-1.4,0.0,Playoffs,38.2,-5.5,-2.8,-0.1079999999999999,0.1079999999999999
Julius Randle,PF,26,NYK,71,2667,19.7,0.567,0.294,0.325,3.5,25.7,14.7,27.2,1.2,0.6,13.8,29.3,3.4,4.3,7.8,0.14,2.9,0.9,3.8,3.9,2021,Regular Season,37.563380281690144,5,180,7.2,0.425,0.351,0.287,6.1,29.4,17.1,19.8,0.9,0.0,17.8,31.8,-0.7,0.3,-0.4,-0.109,-2.8,-0.7,-3.5,-0.1,Playoffs,36.0,-12.5,-4.0,-0.249,0.249
